"","Sach_genes","gene_No","tax.Phylum","Category","till2","t1","Soil_Type","genome"
"3051",56,6396,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_009739905.1"
"3052",56,6396,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009739905.1"
"3053",56,6396,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_009739905.1"
"3054",101,6396,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003939025.1"
"3055",109,6397,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001952855.1"
"3056",61,6400,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004348525.1"
"3057",94,6400,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004349065.1"
"3058",64,6402,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003951285.1"
"3059",70,6406,"Proteobacteria","Sucrose","CT","t1","RH","GCA_900470805.1"
"3060",63,6410,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001865245.1"
"3061",63,6410,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001865245.1"
"3062",63,6410,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001865245.1"
"3063",139,6414,"Firmicutes","Sucrose","CT","t1","RH","GCF_900101225.1"
"3064",29,6415,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900089585.1"
"3065",66,6417,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_007830265.1"
"3066",68,6420,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000721265.1"
"3067",68,6420,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000721265.1"
"3068",68,6420,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000721265.1"
"3069",74,6420,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000330885.1"
"3070",103,6420,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_900105735.1"
"3071",81,6423,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004136315.1"
"3072",81,6423,"Proteobacteria","Sucrose","CT","t1","RH","GCF_004136315.1"
"3073",126,6423,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013386585.1"
"3074",36,6424,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001940455.1"
"3075",107,6424,"Firmicutes","Sucrose","CT","t1","RH","GCF_001280595.1"
"3076",82,6427,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_004020875.1"
"3077",82,6427,"Proteobacteria","Sucrose","CT","t1","RH","GCA_004020875.1"
"3078",91,6429,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900094545.1"
"3079",60,6431,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_002573955.1"
"3080",60,6431,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002573955.1"
"3081",60,6431,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002573955.1"
"3082",70,6432,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_013055795.1"
"3083",70,6432,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013055795.1"
"3084",70,6432,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013055795.1"
"3085",81,6432,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_000293885.2"
"3086",51,6440,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001653515.1"
"3087",51,6440,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001653515.1"
"3088",51,6440,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001653515.1"
"3089",65,6440,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_003265685.1"
"3090",71,6441,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001654495.1"
"3091",71,6441,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001654495.1"
"3092",71,6441,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001654495.1"
"3093",115,6443,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001308855.1"
"3094",64,6444,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_011947195.1"
"3095",68,6448,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001866645.1"
"3096",68,6448,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001866645.1"
"3097",68,6448,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001866645.1"
"3098",64,6449,"Bacteroidota","Sucrose","CT","t1","RH","GCF_010093065.1"
"3099",103,6450,"Proteobacteria","Sucrose","CT","t1","RH","GCF_002531955.1"
"3100",61,6451,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_004353505.1"
"3101",61,6451,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004353505.1"
"3102",61,6451,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004353505.1"
"3103",95,6451,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_900106065.1"
"3104",93,6455,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002002725.1"
"3105",54,6455,"Proteobacteria","Sucrose","CT","t1","RH","GCA_900468685.1"
"3106",34,6456,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900637185.1"
"3107",95,6459,"Proteobacteria","Sucrose","CT","t1","RH","GCF_002117485.1"
"3108",69,6462,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003610995.1"
"3109",35,6462,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014648415.1"
"3110",69,6462,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003610995.1"
"3111",69,6462,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003610995.1"
"3112",75,6462,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000185905.1"
"3113",57,6465,"Proteobacteria","Sucrose","CT","t1","RH","GCF_002752675.1"
"3114",30,6467,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_008806385.1"
"3115",81,6468,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003347515.1"
"3116",66,6469,"Firmicutes","Sucrose","CT","t1","RH","GCF_001595725.1"
"3117",63,6469,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000426285.1"
"3118",102,6470,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_012935755.1"
"3119",68,6472,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_004684805.1"
"3120",68,6472,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004684805.1"
"3121",68,6472,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004684805.1"
"3122",71,6473,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000718515.1"
"3123",68,6473,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_000018545.1"
"3124",68,6473,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000018545.1"
"3125",99,6473,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_000931465.1"
"3126",93,6473,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_007858185.1"
"3127",75,6474,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003610785.1"
"3128",100,6476,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001905905.1"
"3129",100,6476,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001905905.1"
"3130",100,6476,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001905905.1"
"3131",97,6476,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003938655.1"
"3132",78,6478,"Proteobacteria","Sucrose","CT","t1","RH","GCA_000421085.1"
"3133",86,6480,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001303895.1"
"3134",79,6481,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014656175.1"
"3135",79,6481,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014656175.1"
"3136",79,6481,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014656175.1"
"3137",82,6482,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013386115.1"
"3138",62,6485,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900090275.1"
"3139",92,6488,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013386765.1"
"3140",69,6492,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000802245.2"
"3141",69,6492,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000802245.2"
"3142",69,6492,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000802245.2"
"3143",95,6493,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000725885.1"
"3144",95,6493,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000725885.1"
"3145",95,6493,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000725885.1"
"3146",79,6496,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000745345.1"
"3147",79,6496,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000745345.1"
"3148",79,6496,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000745345.1"
"3149",53,6497,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004217135.1"
"3150",92,6497,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002007205.1"
"3151",70,6497,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000502875.1"
"3152",85,6497,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900100965.1"
"3153",85,6497,"Proteobacteria","Sucrose","MP","t1","RH","GCF_900100965.1"
"3154",53,6498,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_006228125.1"
"3155",80,6498,"Bacteroidota","Sucrose","CT","t1","RH","GCF_007896845.1"
"3156",37,6499,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900091545.1"
"3157",59,6501,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000429085.1"
"3158",59,6501,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000429085.1"
"3159",59,6501,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000429085.1"
"3160",123,6503,"Firmicutes","Sucrose","CT","t1","RH","GCF_003268635.1"
"3161",71,6505,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001700515.1"
"3162",71,6505,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001700515.1"
"3163",71,6505,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001700515.1"
"3164",88,6505,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003601985.1"
"3165",88,6505,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003601985.1"
"3166",57,6506,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014649915.1"
"3167",57,6506,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014649915.1"
"3168",57,6506,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014649915.1"
"3169",66,6506,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003732485.1"
"3170",72,6507,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001419705.1"
"3171",72,6507,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001419705.1"
"3172",72,6507,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001419705.1"
"3173",65,6509,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000342125.1"
"3174",65,6509,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000342125.1"
"3175",65,6509,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000342125.1"
"3176",59,6510,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003019815.1"
"3177",178,6515,"Firmicutes","Sucrose","CT","t1","RH","GCF_001514495.1"
"3178",101,6516,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013283665.1"
"3179",82,6517,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_000378985.1"
"3180",82,6517,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000378985.1"
"3181",95,6517,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013386825.1"
"3182",62,6518,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013364215.1"
"3183",30,6522,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000308795.1"
"3184",89,6522,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_000799055.1"
"3185",80,6522,"Proteobacteria","Sucrose","CT","t1","RH","GCF_002531935.1"
"3186",54,6524,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_008704515.1"
"3187",61,6524,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001567585.1"
"3188",54,6524,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_008704515.1"
"3189",54,6524,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_008704515.1"
"3190",40,6527,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_002794255.1"
"3191",40,6527,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002794255.1"
"3192",40,6527,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002794255.1"
"3193",88,6529,"Bacteroidota","Sucrose","CT","t1","RH","GCF_900112615.1"
"3194",76,6531,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_005402585.1"
"3195",71,6532,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900091425.1"
"3196",110,6534,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000379605.1"
"3197",65,6536,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000213055.1"
"3198",65,6536,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000213055.1"
"3199",65,6536,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000213055.1"
"3200",54,6539,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000425945.1"
"3201",54,6539,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000425945.1"
"3202",94,6540,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_002814235.1"
"3203",40,6541,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900091595.1"
"3204",64,6542,"Proteobacteria","Sucrose","CT","t1","RH","GCF_007828835.1"
"3205",46,6544,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000716875.1"
"3206",46,6544,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000716875.1"
"3207",46,6544,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000716875.1"
"3208",110,6547,"Bacteroidota","Sucrose","MP","t1","RH","GCF_900109685.1"
"3209",87,6548,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_900099775.1"
"3210",87,6548,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900099775.1"
"3211",73,6550,"Firmicutes","Sucrose","CT","t1","RH","GCF_004011805.1"
"3212",92,6556,"Bacteroidota","Sucrose","CT","t1","RH","GCF_009758125.1"
"3213",87,6561,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014654785.1"
"3214",87,6561,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014654785.1"
"3215",87,6561,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014654785.1"
"3216",96,6561,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_004017535.1"
"3217",96,6561,"Proteobacteria","Sucrose","CT","t1","RH","GCA_004017535.1"
"3218",58,6561,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_000474765.1"
"3219",94,6563,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_008370045.1"
"3220",75,6567,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_004020315.1"
"3221",75,6567,"Proteobacteria","Sucrose","CT","t1","RH","GCA_004020315.1"
"3222",101,6568,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003732275.1"
"3223",82,6571,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900467745.1"
"3224",99,6571,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_006094435.1"
"3225",44,6571,"Verrucomicrobiota","Sucrose","CT","t1","RH","GCF_003315205.1"
"3226",76,6574,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003034915.1"
"3227",76,6574,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003034915.1"
"3228",73,6575,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004791585.1"
"3229",78,6575,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003852515.1"
"3230",73,6575,"Proteobacteria","Sucrose","CT","t1","RH","GCF_004791585.1"
"3231",78,6575,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003852515.1"
"3232",129,6576,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003236295.1"
"3233",116,6578,"Firmicutes","Sucrose","CT","t1","RH","GCF_008386395.1"
"3234",77,6578,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004791255.1"
"3235",77,6578,"Proteobacteria","Sucrose","CT","t1","RH","GCF_004791255.1"
"3236",81,6580,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_900099905.1"
"3237",81,6580,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900099905.1"
"3238",69,6581,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000292525.1"
"3239",114,6582,"Firmicutes","Sucrose","CT","t1","RH","GCF_013359905.1"
"3240",56,6583,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900129375.1"
"3241",99,6584,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000177195.2"
"3242",99,6584,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000177195.2"
"3243",99,6584,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000177195.2"
"3244",46,6586,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002210435.1"
"3245",87,6588,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001017175.1"
"3246",130,6588,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001870435.1"
"3247",80,6589,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003952165.1"
"3248",56,6592,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014651135.1"
"3249",35,6592,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001612765.1"
"3250",56,6592,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014651135.1"
"3251",109,6593,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003323715.1"
"3252",109,6593,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003323715.1"
"3253",109,6593,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003323715.1"
"3254",88,6593,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001424945.1"
"3255",49,6594,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003264365.1"
"3256",83,6597,"Bacteroidota","Sucrose","CT","t1","RH","GCF_900110995.1"
"3257",44,6598,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003205615.1"
"3258",114,6598,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013283195.1"
"3259",77,6599,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_002899455.1"
"3260",77,6599,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002899455.1"
"3261",77,6599,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002899455.1"
"3262",51,6599,"Proteobacteria","Sucrose","CT","t1","RH","GCF_901827155.1"
"3263",56,6602,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014649735.1"
"3264",56,6602,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014649735.1"
"3265",56,6602,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014649735.1"
"3266",80,6602,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002284535.1"
"3267",80,6602,"Proteobacteria","Sucrose","CT","t1","RH","GCF_002284535.1"
"3268",75,6603,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014650775.1"
"3269",75,6603,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014650775.1"
"3270",75,6603,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014650775.1"
"3271",60,6604,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_002005565.1"
"3272",60,6604,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002005565.1"
"3273",60,6604,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002005565.1"
"3274",98,6604,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_000824845.1"
"3275",98,6604,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000824845.1"
"3276",70,6605,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000931445.1"
"3277",70,6605,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000931445.1"
"3278",70,6605,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000931445.1"
"3279",39,6606,"Proteobacteria","Sucrose","CT","t1","RH","GCF_011682045.1"
"3280",65,6607,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001425625.1"
"3281",85,6608,"Proteobacteria","Sucrose","CT","t1","RH","GCF_014138625.1"
"3282",47,6611,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003205575.1"
"3283",47,6611,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003205575.1"
"3284",47,6611,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003205575.1"
"3285",64,6611,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_006442315.1"
"3286",64,6611,"Proteobacteria","Sucrose","CT","t1","RH","GCF_006442315.1"
"3287",75,6615,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003425685.1"
"3288",53,6616,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_014204975.1"
"3289",67,6617,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003797765.1"
"3290",67,6617,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003797765.1"
"3291",81,6618,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003996995.1"
"3292",67,6622,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014650755.1"
"3293",67,6622,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014650755.1"
"3294",67,6622,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014650755.1"
"3295",80,6626,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013170705.1"
"3296",80,6626,"Proteobacteria","Sucrose","CT","t1","RH","GCF_013170705.1"
"3297",51,6630,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900090235.1"
"3298",79,6630,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000696095.1"
"3299",94,6631,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_004795015.1"
"3300",94,6631,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004795015.1"
"3301",94,6631,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004795015.1"
"3302",29,6632,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003182415.1"
"3303",69,6632,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013240295.1"
"3304",69,6632,"Proteobacteria","Sucrose","CT","t1","RH","GCF_013240295.1"
"3305",75,6633,"Proteobacteria","Sucrose","CT","t1","RH","GCF_000519305.1"
"3306",42,6635,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_009862265.1"
"3307",42,6635,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009862265.1"
"3308",42,6635,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_009862265.1"
"3309",61,6635,"Proteobacteria","Sucrose","CT","t1","RH","GCF_014189535.1"
"3310",64,6636,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003626655.1"
"3311",72,6639,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_013364195.1"
"3312",72,6639,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013364195.1"
"3313",72,6639,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013364195.1"
"3314",55,6640,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_013394065.1"
"3315",55,6640,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013394065.1"
"3316",55,6640,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013394065.1"
"3317",90,6642,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013385635.1"
"3318",71,6643,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000725125.1"
"3319",71,6643,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000725125.1"
"3320",59,6643,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004362515.1"
"3321",71,6643,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000725125.1"
"3322",89,6644,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_000282475.1"
"3323",86,6645,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003857015.1"
"3324",67,6647,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014655595.1"
"3325",67,6647,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014655595.1"
"3326",67,6647,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014655595.1"
"3327",72,6649,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004791025.1"
"3328",72,6649,"Proteobacteria","Sucrose","CT","t1","RH","GCF_004791025.1"
"3329",67,6649,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900473045.1"
"3330",89,6652,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_014649035.1"
"3331",89,6652,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014649035.1"
"3332",89,6652,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_014649035.1"
"3333",73,6653,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_000761215.1"
"3334",70,6653,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_011193355.1"
"3335",73,6653,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000761215.1"
"3336",70,6653,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_011193355.1"
"3337",73,6653,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000761215.1"
"3338",70,6653,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_011193355.1"
"3339",38,6655,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003932715.1"
"3340",38,6655,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003932715.1"
"3341",38,6655,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003932715.1"
"3342",147,6659,"Firmicutes","Sucrose","MP","t1","RAS","GCF_004801405.1"
"3343",79,6660,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001664485.1"
"3344",68,6661,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_009908285.1"
"3345",80,6662,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003325375.1"
"3346",80,6662,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003325375.1"
"3347",61,6662,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003857035.1"
"3348",80,6662,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003325375.1"
"3349",42,6662,"Verrucomicrobiota","Sucrose","CT","t1","RH","GCF_011044495.1"
"3350",78,6663,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_001905595.1"
"3351",78,6663,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001905595.1"
"3352",78,6663,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001905595.1"
"3353",87,6665,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_000716465.1"
"3354",95,6665,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_009857135.1"
"3355",87,6665,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_000716465.1"
"3356",95,6665,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009857135.1"
"3357",87,6665,"Actinobacteriota","Sucrose","MP","t1","RH","GCA_000716465.1"
"3358",95,6665,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_009857135.1"
"3359",98,6665,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_012935715.1"
"3360",83,6667,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_003501885.1"
