"","Sach_genes","gene_No","tax.Phylum","Category","till2","t1","Soil_Type","genome"
"3298",2805,6630,"Proteobacteria","Glucose","CT","total","RH","GCF_000696095.1"
"3299",3100,6631,"Actinobacteriota","Glucose","CT","total","RH","GCF_004795015.1"
"3300",3100,6631,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004795015.1"
"3301",3100,6631,"Actinobacteriota","Glucose","MP","total","RH","GCF_004795015.1"
"3302",2083,6632,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003182415.1"
"3303",2287,6632,"Proteobacteria","Glucose","CT","total","RAS","GCF_013240295.1"
"3304",2287,6632,"Proteobacteria","Glucose","CT","total","RH","GCF_013240295.1"
"3305",2445,6633,"Proteobacteria","Glucose","CT","total","RH","GCF_000519305.1"
"3306",2402,6635,"Actinobacteriota","Glucose","CT","total","RH","GCF_009862265.1"
"3307",2402,6635,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009862265.1"
"3308",2402,6635,"Actinobacteriota","Glucose","MP","total","RH","GCF_009862265.1"
"3309",2532,6635,"Proteobacteria","Glucose","CT","total","RH","GCF_014189535.1"
"3310",2986,6636,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003626655.1"
"3311",2485,6639,"Actinobacteriota","Glucose","CT","total","RH","GCF_013364195.1"
"3312",2485,6639,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013364195.1"
"3313",2485,6639,"Actinobacteriota","Glucose","MP","total","RH","GCF_013364195.1"
"3314",2296,6640,"Actinobacteriota","Glucose","CT","total","RH","GCF_013394065.1"
"3315",2296,6640,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013394065.1"
"3316",2296,6640,"Actinobacteriota","Glucose","MP","total","RH","GCF_013394065.1"
"3317",2356,6642,"Proteobacteria","Glucose","MP","total","RAS","GCF_013385635.1"
"3318",2461,6643,"Actinobacteriota","Glucose","CT","total","RH","GCF_000725125.1"
"3319",2461,6643,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000725125.1"
"3320",2105,6643,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004362515.1"
"3321",2461,6643,"Actinobacteriota","Glucose","MP","total","RH","GCF_000725125.1"
"3322",2012,6644,"Proteobacteria","Glucose","MP","total","RAS","GCF_000282475.1"
"3323",2995,6645,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003857015.1"
"3324",2341,6647,"Actinobacteriota","Glucose","CT","total","RH","GCA_014655595.1"
"3325",2341,6647,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014655595.1"
"3326",2341,6647,"Actinobacteriota","Glucose","MP","total","RH","GCA_014655595.1"
"3327",2533,6649,"Proteobacteria","Glucose","CT","total","RAS","GCF_004791025.1"
"3328",2533,6649,"Proteobacteria","Glucose","CT","total","RH","GCF_004791025.1"
"3329",2257,6649,"Proteobacteria","Glucose","CT","total","RH","GCF_900473045.1"
"3330",2857,6652,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649035.1"
"3331",2857,6652,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649035.1"
"3332",2857,6652,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649035.1"
"3333",2913,6653,"Actinobacteriota","Glucose","CT","total","RH","GCF_000761215.1"
"3334",2950,6653,"Actinobacteriota","Glucose","CT","total","RH","GCF_011193355.1"
"3335",2913,6653,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000761215.1"
"3336",2950,6653,"Actinobacteriota","Glucose","MP","total","RAS","GCF_011193355.1"
"3337",2913,6653,"Actinobacteriota","Glucose","MP","total","RH","GCF_000761215.1"
"3338",2950,6653,"Actinobacteriota","Glucose","MP","total","RH","GCF_011193355.1"
"3339",1986,6655,"Actinobacteriota","Glucose","CT","total","RH","GCF_003932715.1"
"3340",1986,6655,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003932715.1"
"3341",1986,6655,"Actinobacteriota","Glucose","MP","total","RH","GCF_003932715.1"
"3342",5407,6659,"Firmicutes","Glucose","MP","total","RAS","GCF_004801405.1"
"3343",2912,6660,"Proteobacteria","Glucose","CT","total","RH","GCF_001664485.1"
"3344",2094,6661,"Proteobacteria","Glucose","MP","total","RAS","GCF_009908285.1"
"3345",2342,6662,"Actinobacteriota","Glucose","CT","total","RH","GCF_003325375.1"
"3346",2342,6662,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003325375.1"
"3347",2973,6662,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003857035.1"
"3348",2342,6662,"Actinobacteriota","Glucose","MP","total","RH","GCF_003325375.1"
"3349",1924,6662,"Verrucomicrobiota","Glucose","CT","total","RH","GCF_011044495.1"
"3350",2663,6663,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905595.1"
"3351",2663,6663,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905595.1"
"3352",2663,6663,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905595.1"
"3353",2722,6665,"Actinobacteriota","Glucose","CT","total","RH","GCA_000716465.1"
"3354",2985,6665,"Actinobacteriota","Glucose","CT","total","RH","GCF_009857135.1"
"3355",2722,6665,"Actinobacteriota","Glucose","MP","total","RAS","GCA_000716465.1"
"3356",2985,6665,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009857135.1"
"3357",2722,6665,"Actinobacteriota","Glucose","MP","total","RH","GCA_000716465.1"
"3358",2985,6665,"Actinobacteriota","Glucose","MP","total","RH","GCF_009857135.1"
"3359",2304,6665,"Proteobacteria","Glucose","MP","total","RAS","GCF_012935715.1"
"3360",2634,6667,"Actinobacteriota","Glucose","CT","total","RH","GCF_003501885.1"
"3361",3343,6667,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001270745.1"
"3362",2634,6667,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003501885.1"
"3363",2634,6667,"Actinobacteriota","Glucose","MP","total","RH","GCF_003501885.1"
"3364",2909,6668,"Proteobacteria","Glucose","CT","total","RH","GCF_000371905.1"
"3365",2560,6670,"Proteobacteria","Glucose","CT","total","RAS","GCF_013488225.1"
"3366",2560,6670,"Proteobacteria","Glucose","CT","total","RH","GCF_013488225.1"
"3367",2023,6672,"Proteobacteria","Glucose","CT","total","RH","GCF_011682065.1"
"3368",2786,6675,"Actinobacteriota","Glucose","CT","total","RH","GCA_014656015.1"
"3369",2786,6675,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014656015.1"
"3370",2786,6675,"Actinobacteriota","Glucose","MP","total","RH","GCA_014656015.1"
"3371",2605,6677,"Actinobacteriota","Glucose","CT","total","RH","GCF_000829695.1"
"3372",2605,6677,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000829695.1"
"3373",2605,6677,"Actinobacteriota","Glucose","MP","total","RH","GCF_000829695.1"
"3374",2661,6678,"Proteobacteria","Glucose","CT","total","RAS","GCA_004962245.1"
"3375",2661,6678,"Proteobacteria","Glucose","CT","total","RH","GCA_004962245.1"
"3376",2963,6679,"Proteobacteria","Glucose","CT","total","RH","GCF_012276575.1"
"3377",2585,6682,"Actinobacteriota","Glucose","CT","total","RH","GCF_013302895.1"
"3378",2585,6682,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013302895.1"
"3379",2585,6682,"Actinobacteriota","Glucose","MP","total","RH","GCF_013302895.1"
"3380",2659,6682,"Proteobacteria","Glucose","CT","total","RH","GCF_000359745.1"
"3381",3139,6682,"Proteobacteria","Glucose","CT","total","RH","GCF_004123835.1"
"3382",3242,6685,"Actinobacteriota","Glucose","CT","total","RH","GCF_003346515.1"
"3383",3242,6685,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003346515.1"
"3384",3242,6685,"Actinobacteriota","Glucose","MP","total","RH","GCF_003346515.1"
"3385",1850,6685,"Proteobacteria","Glucose","CT","total","RAS","GCF_000701345.1"
"3386",2104,6685,"Proteobacteria","Glucose","CT","total","RAS","GCF_013114835.1"
"3387",2085,6687,"Actinobacteriota","Glucose","CT","total","RH","GCF_003725745.1"
"3388",2085,6687,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003725745.1"
"3389",2085,6687,"Actinobacteriota","Glucose","MP","total","RH","GCF_003725745.1"
"3390",2840,6689,"Actinobacteriota","Glucose","CT","total","RH","GCA_002154585.1"
"3391",2840,6689,"Actinobacteriota","Glucose","MP","total","RAS","GCA_002154585.1"
"3392",2840,6689,"Actinobacteriota","Glucose","MP","total","RH","GCA_002154585.1"
"3393",2079,6689,"Proteobacteria","Glucose","CT","total","RH","GCF_900101545.1"
"3394",2715,6690,"Bacteroidota","Glucose","CT","total","RH","GCF_003182155.1"
"3395",2065,6690,"Proteobacteria","Glucose","MP","total","RAS","GCF_000633395.1"
"3396",2327,6691,"Actinobacteriota","Glucose","CT","total","RAS","GCF_003633755.1"
"3397",2327,6691,"Actinobacteriota","Glucose","CT","total","RH","GCF_003633755.1"
"3398",2550,6691,"Actinobacteriota","Glucose","CT","total","RH","GCF_014207445.1"
"3399",2550,6691,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014207445.1"
"3400",2550,6691,"Actinobacteriota","Glucose","MP","total","RH","GCF_014207445.1"
"3401",2497,6691,"Proteobacteria","Glucose","CT","total","RAS","GCF_000176035.2"
"3402",2497,6691,"Proteobacteria","Glucose","CT","total","RH","GCF_000176035.2"
"3403",3137,6694,"Actinobacteriota","Glucose","CT","total","RH","GCF_000717245.1"
"3404",3137,6694,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000717245.1"
"3405",3137,6694,"Actinobacteriota","Glucose","MP","total","RH","GCF_000717245.1"
"3406",2291,6694,"Proteobacteria","Glucose","CT","total","RAS","GCF_004022705.2"
"3407",2291,6694,"Proteobacteria","Glucose","CT","total","RH","GCF_004022705.2"
"3408",2576,6695,"Proteobacteria","Glucose","CT","total","RAS","GCA_004963905.1"
"3409",2576,6695,"Proteobacteria","Glucose","CT","total","RH","GCA_004963905.1"
"3410",2296,6698,"Proteobacteria","Glucose","CT","total","RH","GCF_011682175.1"
"3411",2071,6700,"Proteobacteria","Glucose","MP","total","RAS","GCF_900105325.1"
"3412",1953,6703,"Proteobacteria","Glucose","MP","total","RAS","GCF_902497855.1"
"3413",2322,6704,"Actinobacteriota","Glucose","CT","total","RH","GCF_008642295.1"
"3414",2322,6704,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008642295.1"
"3415",2322,6704,"Actinobacteriota","Glucose","MP","total","RH","GCF_008642295.1"
"3416",2019,6708,"Proteobacteria","Glucose","MP","total","RAS","GCF_902497875.1"
"3417",2131,6711,"Actinobacteriota","Glucose","CT","total","RH","GCF_007856155.1"
"3418",2131,6711,"Actinobacteriota","Glucose","MP","total","RAS","GCF_007856155.1"
"3419",2131,6711,"Actinobacteriota","Glucose","MP","total","RH","GCF_007856155.1"
"3420",4371,6711,"Firmicutes","Glucose","MP","total","RAS","GCF_014534655.1"
"3421",4371,6711,"Firmicutes","Glucose","MP","total","RH","GCF_014534655.1"
"3422",2576,6712,"Actinobacteriota","Glucose","CT","total","RH","GCF_001895105.1"
"3423",2576,6712,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001895105.1"
"3424",2576,6712,"Actinobacteriota","Glucose","MP","total","RH","GCF_001895105.1"
"3425",2358,6714,"Proteobacteria","Glucose","CT","total","RAS","GCF_002295115.1"
"3426",2358,6714,"Proteobacteria","Glucose","CT","total","RH","GCF_002295115.1"
"3427",2807,6715,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900091525.1"
"3428",2163,6716,"Proteobacteria","Glucose","CT","total","RH","GCF_012927085.1"
"3429",2163,6716,"Proteobacteria","Glucose","MP","total","RH","GCF_012927085.1"
"3430",2293,6717,"Actinobacteriota","Glucose","CT","total","RH","GCF_000612545.1"
"3431",2832,6717,"Actinobacteriota","Glucose","CT","total","RH","GCF_000718455.1"
"3432",2102,6717,"Actinobacteriota","Glucose","CT","total","RH","GCF_001509485.1"
"3433",2293,6717,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000612545.1"
"3434",2832,6717,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000718455.1"
"3435",2102,6717,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001509485.1"
"3436",2293,6717,"Actinobacteriota","Glucose","MP","total","RH","GCF_000612545.1"
"3437",2832,6717,"Actinobacteriota","Glucose","MP","total","RH","GCF_000718455.1"
"3438",2102,6717,"Actinobacteriota","Glucose","MP","total","RH","GCF_001509485.1"
"3439",2098,6717,"Proteobacteria","Glucose","CT","total","RH","GCA_014359905.1"
"3440",3235,6718,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649575.1"
"3441",3235,6718,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649575.1"
"3442",3235,6718,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649575.1"
"3443",2116,6718,"Proteobacteria","Glucose","CT","total","RH","GCF_011682145.1"
"3444",2820,6721,"Actinobacteriota","Glucose","CT","total","RH","GCF_011694815.1"
"3445",2820,6721,"Actinobacteriota","Glucose","MP","total","RAS","GCF_011694815.1"
"3446",2820,6721,"Actinobacteriota","Glucose","MP","total","RH","GCF_011694815.1"
"3447",3167,6722,"Bacteroidota","Glucose","CT","total","RH","GCF_900103665.1"
"3448",3167,6722,"Bacteroidota","Glucose","MP","total","RH","GCF_900103665.1"
"3449",2512,6724,"Actinobacteriota","Glucose","CT","total","RH","GCF_004122735.1"
"3450",2512,6724,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004122735.1"
"3451",2512,6724,"Actinobacteriota","Glucose","MP","total","RH","GCF_004122735.1"
"3452",2360,6725,"Proteobacteria","Glucose","CT","total","RAS","GCF_000472705.1"
"3453",2360,6725,"Proteobacteria","Glucose","CT","total","RH","GCF_000472705.1"
"3454",2445,6727,"Proteobacteria","Glucose","CT","total","RH","GCF_003952185.1"
"3455",2753,6727,"Proteobacteria","Glucose","CT","total","RH","GCF_012641435.1"
"3456",2424,6728,"Proteobacteria","Glucose","CT","total","RAS","GCF_000026145.1"
"3457",2737,6729,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003236315.1"
"3458",2505,6729,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004217545.1"
"3459",2975,6729,"Proteobacteria","Glucose","CT","total","RH","GCF_003985145.1"
"3460",1935,6731,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006716565.1"
"3461",3138,6733,"Actinobacteriota","Glucose","CT","total","RH","GCF_900105515.1"
"3462",3138,6733,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900105515.1"
"3463",3138,6733,"Actinobacteriota","Glucose","MP","total","RH","GCF_900105515.1"
"3464",3090,6735,"Bacteroidota","Glucose","CT","total","RH","GCF_003852525.1"
"3465",3090,6735,"Bacteroidota","Glucose","MP","total","RH","GCF_003852525.1"
"3466",2940,6736,"Actinobacteriota","Glucose","CT","total","RH","GCF_002910915.1"
"3467",2940,6736,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002910915.1"
"3468",2940,6736,"Actinobacteriota","Glucose","MP","total","RH","GCF_002910915.1"
"3469",2220,6736,"Proteobacteria","Glucose","CT","total","RH","GCF_014170375.1"
"3470",2220,6736,"Proteobacteria","Glucose","MP","total","RH","GCF_014170375.1"
"3471",2339,6738,"Proteobacteria","Glucose","CT","total","RH","GCF_900106655.1"
"3472",2339,6738,"Proteobacteria","Glucose","MP","total","RH","GCF_900106655.1"
"3473",2232,6739,"Actinobacteriota","Glucose","CT","total","RH","GCF_002891295.1"
"3474",2232,6739,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002891295.1"
"3475",2232,6739,"Actinobacteriota","Glucose","MP","total","RH","GCF_002891295.1"
"3476",2667,6740,"Proteobacteria","Glucose","CT","total","RAS","GCA_004020545.1"
"3477",2667,6740,"Proteobacteria","Glucose","CT","total","RH","GCA_004020545.1"
"3478",2833,6741,"Proteobacteria","Glucose","CT","total","RAS","GCF_001429285.1"
"3479",3774,6742,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905735.1"
"3480",3774,6742,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905735.1"
"3481",3774,6742,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905735.1"
"3482",2778,6745,"Actinobacteriota","Glucose","CT","total","RH","GCF_008704555.1"
"3483",2778,6745,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008704555.1"
"3484",2778,6745,"Actinobacteriota","Glucose","MP","total","RH","GCF_008704555.1"
"3485",2742,6745,"Proteobacteria","Glucose","CT","total","RH","GCF_002277895.1"
"3486",2164,6747,"Actinobacteriota","Glucose","CT","total","RH","GCF_014253015.1"
"3487",2322,6747,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003634935.1"
"3488",2164,6747,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014253015.1"
"3489",2164,6747,"Actinobacteriota","Glucose","MP","total","RH","GCF_014253015.1"
"3490",2142,6749,"Actinobacteriota","Glucose","CT","total","RH","GCF_013030945.1"
"3491",2142,6749,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013030945.1"
"3492",2142,6749,"Actinobacteriota","Glucose","MP","total","RH","GCF_013030945.1"
"3493",2697,6751,"Proteobacteria","Glucose","CT","total","RH","GCF_001187535.1"
"3494",2711,6751,"Proteobacteria","Glucose","CT","total","RH","GCF_002531725.1"
"3495",2202,6752,"Proteobacteria","Glucose","CT","total","RH","GCF_000463015.1"
"3496",2902,6753,"Actinobacteriota","Glucose","CT","total","RH","GCF_014084125.1"
"3497",2902,6753,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014084125.1"
"3498",2902,6753,"Actinobacteriota","Glucose","MP","total","RH","GCF_014084125.1"
"3499",2782,6753,"Proteobacteria","Glucose","CT","total","RH","GCF_012641405.1"
"3500",2394,6755,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014648355.1"
"3501",2594,6755,"Proteobacteria","Glucose","CT","total","RAS","GCF_009601505.1"
"3502",2594,6755,"Proteobacteria","Glucose","CT","total","RH","GCF_009601505.1"
"3503",2645,6756,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001751255.1"
"3504",2645,6756,"Actinobacteriota","Glucose","MP","total","RH","GCF_001751255.1"
"3505",2238,6757,"Proteobacteria","Glucose","CT","total","RH","GCF_009498455.1"
"3506",2238,6757,"Proteobacteria","Glucose","MP","total","RH","GCF_009498455.1"
"3507",2093,6758,"Actinobacteriota","Glucose","CT","total","RH","GCF_014295035.1"
"3508",2093,6758,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014295035.1"
"3509",2093,6758,"Actinobacteriota","Glucose","MP","total","RH","GCF_014295035.1"
"3510",2690,6758,"Proteobacteria","Glucose","CT","total","RH","GCF_003627795.1"
"3511",2608,6764,"Proteobacteria","Glucose","CT","total","RAS","GCF_004791165.1"
"3512",2608,6764,"Proteobacteria","Glucose","CT","total","RH","GCF_004791165.1"
"3513",2750,6766,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649835.1"
"3514",2750,6766,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649835.1"
"3515",2750,6766,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649835.1"
"3516",2103,6769,"Actinobacteriota","Glucose","CT","total","RH","GCF_003121295.1"
"3517",1865,6769,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001613465.1"
"3518",2103,6769,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003121295.1"
"3519",2103,6769,"Actinobacteriota","Glucose","MP","total","RH","GCF_003121295.1"
"3520",2607,6769,"Proteobacteria","Glucose","CT","total","RAS","GCF_006440735.1"
"3521",2607,6769,"Proteobacteria","Glucose","CT","total","RH","GCF_006440735.1"
"3522",2809,6770,"Actinobacteriota","Glucose","CT","total","RH","GCF_008974245.1"
"3523",2809,6770,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008974245.1"
"3524",2809,6770,"Actinobacteriota","Glucose","MP","total","RH","GCF_008974245.1"
"3525",2521,6770,"Proteobacteria","Glucose","CT","total","RH","GCF_000502955.1"
"3526",2218,6772,"Proteobacteria","Glucose","CT","total","RH","GCF_001984055.1"
"3527",3359,6776,"Actinobacteriota","Glucose","CT","total","RH","GCF_003429565.1"
"3528",3359,6776,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003429565.1"
"3529",3359,6776,"Actinobacteriota","Glucose","MP","total","RH","GCF_003429565.1"
"3530",3147,6778,"Actinobacteriota","Glucose","CT","total","RH","GCF_000720535.1"
"3531",3147,6778,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000720535.1"
"3532",3147,6778,"Actinobacteriota","Glucose","MP","total","RH","GCF_000720535.1"
"3533",2076,6778,"Proteobacteria","Glucose","MP","total","RAS","GCF_013403585.1"
"3534",2851,6779,"Proteobacteria","Glucose","CT","total","RAS","GCF_000265205.3"
"3535",2851,6779,"Proteobacteria","Glucose","CT","total","RH","GCF_000265205.3"
"3536",2152,6781,"Proteobacteria","Glucose","MP","total","RAS","GCF_001297125.1"
"3537",2753,6782,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000297395.2"
"3538",2018,6783,"Actinobacteriota","Glucose","CT","total","RH","GCA_014646275.1"
"3539",2852,6783,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649875.1"
"3540",3095,6783,"Actinobacteriota","Glucose","CT","total","RH","GCF_001426405.1"
"3541",2413,6783,"Actinobacteriota","Glucose","CT","total","RH","GCF_005981925.1"
"3542",2018,6783,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014646275.1"
"3543",2852,6783,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649875.1"
"3544",3095,6783,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001426405.1"
"3545",2413,6783,"Actinobacteriota","Glucose","MP","total","RAS","GCF_005981925.1"
"3546",2018,6783,"Actinobacteriota","Glucose","MP","total","RH","GCA_014646275.1"
"3547",2852,6783,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649875.1"
"3548",3095,6783,"Actinobacteriota","Glucose","MP","total","RH","GCF_001426405.1"
"3549",2413,6783,"Actinobacteriota","Glucose","MP","total","RH","GCF_005981925.1"
"3550",2360,6784,"Proteobacteria","Glucose","CT","total","RAS","GCF_013178945.1"
"3551",2403,6786,"Actinobacteriota","Glucose","CT","total","RH","GCF_008704535.1"
"3552",2403,6786,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008704535.1"
"3553",2403,6786,"Actinobacteriota","Glucose","MP","total","RH","GCF_008704535.1"
"3554",2406,6786,"Proteobacteria","Glucose","CT","total","RAS","GCF_900156895.1"
"3555",2406,6786,"Proteobacteria","Glucose","CT","total","RH","GCF_900156895.1"
"3556",2943,6791,"Actinobacteriota","Glucose","CT","total","RH","GCF_003323735.1"
"3557",2943,6791,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003323735.1"
"3558",2943,6791,"Actinobacteriota","Glucose","MP","total","RH","GCF_003323735.1"
"3559",2010,6794,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003182135.1"
"3560",3260,6796,"Proteobacteria","Glucose","CT","total","RH","GCF_000769405.2"
"3561",2498,6797,"Proteobacteria","Glucose","CT","total","RAS","GCF_003952385.1"
"3562",2498,6797,"Proteobacteria","Glucose","CT","total","RH","GCF_003952385.1"
"3563",2909,6797,"Proteobacteria","Glucose","CT","total","RH","GCF_003985155.1"
"3564",2398,6798,"Proteobacteria","Glucose","CT","total","RAS","GCA_004962925.1"
"3565",2398,6798,"Proteobacteria","Glucose","CT","total","RH","GCA_004962925.1"
"3566",2975,6799,"Proteobacteria","Glucose","CT","total","RH","GCF_900094555.1"
"3567",2269,6799,"Proteobacteria","Glucose","MP","total","RAS","GCF_013386165.1"
"3568",2982,6803,"Actinobacteriota","Glucose","CT","total","RH","GCF_000717995.1"
"3569",2982,6803,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000717995.1"
"3570",2982,6803,"Actinobacteriota","Glucose","MP","total","RH","GCF_000717995.1"
"3571",2267,6803,"Proteobacteria","Glucose","CT","total","RAS","GCF_005937885.2"
"3572",4183,6805,"Firmicutes","Glucose","MP","total","RAS","GCF_013141725.1"
"3573",4183,6805,"Firmicutes","Glucose","MP","total","RH","GCF_013141725.1"
"3574",2387,6806,"Actinobacteriota","Glucose","CT","total","RH","GCF_001646665.1"
"3575",2249,6806,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905445.1"
"3576",2387,6806,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001646665.1"
"3577",2249,6806,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905445.1"
"3578",2387,6806,"Actinobacteriota","Glucose","MP","total","RH","GCF_001646665.1"
"3579",2249,6806,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905445.1"
"3580",3247,6811,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649015.1"
"3581",3247,6811,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649015.1"
"3582",3247,6811,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649015.1"
"3583",2443,6813,"Actinobacteriota","Glucose","CT","total","RH","GCF_007595705.1"
"3584",2443,6813,"Actinobacteriota","Glucose","MP","total","RAS","GCF_007595705.1"
"3585",2443,6813,"Actinobacteriota","Glucose","MP","total","RH","GCF_007595705.1"
"3586",2736,6814,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003857405.1"
"3587",3063,6816,"Actinobacteriota","Glucose","CT","total","RH","GCF_014489615.1"
"3588",3063,6816,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014489615.1"
"3589",3063,6816,"Actinobacteriota","Glucose","MP","total","RH","GCF_014489615.1"
"3590",2731,6818,"Proteobacteria","Glucose","CT","total","RAS","GCF_005502925.1"
"3591",2221,6819,"Actinobacteriota","Glucose","CT","total","RH","GCA_014651115.1"
"3592",2168,6819,"Actinobacteriota","Glucose","CT","total","RH","GCF_008271805.1"
"3593",2221,6819,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014651115.1"
"3594",2168,6819,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008271805.1"
"3595",2221,6819,"Actinobacteriota","Glucose","MP","total","RH","GCA_014651115.1"
"3596",2168,6819,"Actinobacteriota","Glucose","MP","total","RH","GCF_008271805.1"
"3597",2982,6820,"Actinobacteriota","Glucose","CT","total","RH","GCF_003665435.1"
"3598",2982,6820,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003665435.1"
"3599",2982,6820,"Actinobacteriota","Glucose","MP","total","RH","GCF_003665435.1"
"3600",2784,6822,"Actinobacteriota","Glucose","CT","total","RH","GCF_004117935.1"
"3601",2784,6822,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004117935.1"
"3602",2784,6822,"Actinobacteriota","Glucose","MP","total","RH","GCF_004117935.1"
"3603",4281,6822,"Firmicutes","Glucose","CT","total","RH","GCF_000499205.1"
"3604",2792,6822,"Proteobacteria","Glucose","CT","total","RH","GCF_014207095.1"
"3605",2726,6824,"Proteobacteria","Glucose","CT","total","RAS","GCF_000824785.1"
"3606",2726,6824,"Proteobacteria","Glucose","CT","total","RH","GCF_000824785.1"
"3607",1922,6825,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000308755.1"
"3608",3179,6827,"Actinobacteriota","Glucose","CT","total","RH","GCF_008632955.1"
"3609",3179,6827,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008632955.1"
"3610",3179,6827,"Actinobacteriota","Glucose","MP","total","RH","GCF_008632955.1"
"3611",2517,6828,"Proteobacteria","Glucose","CT","total","RH","GCF_900103325.1"
"3612",4804,6829,"Firmicutes","Glucose","CT","total","RH","GCF_013401555.1"
"3613",2751,6830,"Actinobacteriota","Glucose","CT","total","RH","GCF_000827005.1"
